Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz database time zone,Type,airport_id
Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.0816898345900015,145.391998291,5282,10.0,U,Pacific/Port_Moresby,airport,0
Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20707988739,145.789001465,20,10.0,U,Pacific/Port_Moresby,airport,1
Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.826789855957031,144.29600524902344,5388,10.0,U,Pacific/Port_Moresby,airport,2
Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10.0,U,Pacific/Port_Moresby,airport,3
Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.44338035583496,147.22000122070312,146,10.0,U,Pacific/Port_Moresby,airport,4
Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.5838301181800003,143.66900634799998,19,10.0,U,Pacific/Port_Moresby,airport,5
Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1604995728,-45.4259986877,112,-3.0,E,America/Godthab,airport,6
Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.19090271,-51.678100585900005,283,-3.0,E,America/Godthab,airport,7
Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.0122218992,-50.7116031647,165,-3.0,E,America/Godthab,airport,8
Thule Air Base,Thule,Greenland,THU,BGTL,76.5311965942,-68.70320129390001,251,-4.0,E,America/Thule,airport,9
Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.66000366210939,-18.07270050048828,6,0.0,N,Atlantic/Reykjavik,airport,10
Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.28330230712889,-14.401399612426758,76,0.0,N,Atlantic/Reykjavik,airport,11
Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0.0,N,Atlantic/Reykjavik,airport,12
Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0.0,N,Atlantic/Reykjavik,airport,13
Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.05809783935547,-23.13529968261719,8,0.0,N,Atlantic/Reykjavik,airport,14
Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985000610352,-22.605600357056,171,0.0,N,Atlantic/Reykjavik,airport,15
Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0.0,N,Atlantic/Reykjavik,airport,16
Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.1299972534,-21.9405994415,48,0.0,N,Atlantic/Reykjavik,airport,17
Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0.0,N,Atlantic/Reykjavik,airport,18
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.42430114746094,-20.27890014648437,326,0.0,N,Atlantic/Reykjavik,airport,19
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.48500061035156,-84.5093994140625,630,-5.0,A,America/Toronto,airport,20
Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564002991,-97.0325012207,760,-6.0,A,America/Winnipeg,airport,21
Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,144,-4.0,A,America/Halifax,airport,22
St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.391899108900006,-56.083099365200006,108,-3.5,A,America/St_Johns,airport,23
Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,-8.0,A,America/Vancouver,airport,24
Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7.0,A,America/Edmonton,airport,25
Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.13249969482422,-68.20439910888672,71,-5.0,A,America/Toronto,airport,26
CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.33060073852539,-70.99639892578125,522,-5.0,A,America/Toronto,airport,27
Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.29889678960001,-96.077796936,59,-6.0,A,America/Winnipeg,airport,28
Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.95080184936523,-125.27100372314452,346,-8.0,A,America/Vancouver,airport,29
Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6.0,A,America/Winnipeg,airport,30
Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.1081008911,-105.138000488,90,-7.0,A,America/Edmonton,airport,31
Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.0549702249,-123.869862556,92,-8.0,A,America/Vancouver,airport,32
Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.2963981628,-117.632003784,1624,-8.0,A,America/Vancouver,airport,33
Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4.0,A,America/Halifax,airport,34
Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,-4.0,A,America/Halifax,airport,35
Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,-7.0,A,America/Edmonton,airport,36
Coronation Airport,Coronation,Canada,YCT,CYCT,52.0750007629,-111.444999695,2595,-7.0,A,America/Edmonton,airport,37
Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.1528015137,-121.939002991,32,-8.0,A,America/Vancouver,airport,38
Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.4860992432,-68.5167007446,87,-5.0,A,America/Toronto,airport,39
Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.1932983398,-83.3593978882,210,-5.0,A,America/Coral_Harbour,airport,40
Dawson City Airport,Dawson,Canada,YDA,CYDA,64.04309844970703,-139.12800598144528,1215,-8.0,A,America/Vancouver,airport,41
Burwash Airport,Burwash,Canada,YDB,CYDB,61.37110137939453,-139.04100036621094,2647,-8.0,A,America/Vancouver,airport,42
Princeton Airport,Princeton,Canada,\N,CYDC,49.4681015015,-120.511001587,2298,-8.0,A,America/Vancouver,airport,43
Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.21080017089844,-57.39139938354492,72,-3.5,A,America/St_Johns,airport,44
Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.4221992493,-130.031997681,2600,-8.0,A,America/Vancouver,airport,45
Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.10079956054688,-100.052001953125,999,-6.0,A,America/Winnipeg,airport,46
Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.7422981262207,-120.18299865722656,2148,-7.0,A,America/Dawson_Creek,airport,47
Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.3097000122,-113.580001831,2373,-7.0,A,America/Edmonton,airport,48
Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942001343,-94.0708007812,32,-6.0,A,America/Winnipeg,airport,49
Estevan Airport,Estevan,Canada,YEN,CYEN,49.210300445600005,-102.966003418,1905,-6.0,N,America/Regina,airport,50
Edson Airport,Edson,Canada,YET,CYET,53.5788993835,-116.464996338,3043,-7.0,A,America/Edmonton,airport,51
Eureka Airport,Eureka,Canada,YEU,CYEU,79.9946975708,-85.814201355,256,-6.0,A,America/Winnipeg,airport,52
Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.30419921880001,-133.483001709,224,-7.0,A,America/Edmonton,airport,53
Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,-5.0,A,America/Toronto,airport,54
Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.86890029907226,-66.53720092773439,68,-4.0,A,America/Halifax,airport,55
Forestville Airport,Forestville,Canada,YFE,CYFE,48.74610137939453,-69.09719848632811,293,-5.0,A,America/Toronto,airport,56
Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.6781005859375,-101.68199920654295,997,-6.0,A,America/Winnipeg,airport,57
Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.1808013916,-113.690002441,526,-7.0,A,America/Edmonton,airport,58
Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.76020050048828,-121.23699951171876,555,-7.0,A,America/Edmonton,airport,59
Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.22529983520508,-76.5969009399414,305,-5.0,A,America/Toronto,airport,60
La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.62530136108398,-77.7042007446289,639,-5.0,A,America/Toronto,airport,61
Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.7752990723,-64.4785995483,112,-5.0,A,America/Toronto,airport,62
Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.77830123901367,-86.93939971923828,1144,-5.0,A,America/Toronto,airport,63
Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.42470169067383,-61.778099060058594,35,-5.0,A,America/Toronto,airport,64
Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8166999817,-102.310997009,1175,-6.0,N,America/Regina,airport,65
Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,1354,-6.0,A,America/Winnipeg,airport,66
Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.76280212402344,-117.80599975585938,117,-7.0,A,America/Edmonton,airport,67
Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597229,-95.8497009277,152,-7.0,A,America/Edmonton,airport,68
John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.1735992432,-79.93499755859999,780,-5.0,A,America/Toronto,airport,69
Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.5175018311,-73.4169006348,90,-5.0,A,America/Toronto,airport,70
Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.8396987915,-115.782997131,541,-7.0,A,America/Edmonton,airport,71
Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.8807983398,-63.508598327600005,477,-4.0,A,America/Halifax,airport,72
Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.7738990784,-91.6386032104,1408,-5.0,A,America/Coral_Harbour,airport,73
Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.6832962036,-77.9666976929,181,-5.0,A,America/Toronto,airport,74
St Jean Airport,St. Jean,Canada,YJN,CYJN,45.29439926147461,-73.28109741210938,136,-5.0,A,America/Toronto,airport,75
Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.5442008972168,-58.54999923706055,84,-3.5,A,America/St_Johns,airport,76
Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.7022018433,-120.444000244,1133,-8.0,A,America/Vancouver,airport,77
Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608001709,-80.3786010742,1055,-5.0,A,America/Toronto,airport,78
Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.80530166625977,-66.8052978515625,1709,-5.0,A,America/Toronto,airport,79
Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.5175018311,-109.180999756,2277,-6.0,N,America/Regina,airport,80
Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.86220169067383,-79.37000274658203,650,-5.0,A,America/Toronto,airport,81
Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.81999969482422,-83.3467025756836,1470,-5.0,A,America/Toronto,airport,82
Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.12530136108398,-108.52300262451172,1576,-6.0,N,America/Regina,airport,83
Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.30920028686523,-110.072998046875,2193,-7.0,A,America/Edmonton,airport,84
Alert Airport,Alert,Canada,YLT,CYLT,82.51779937740001,-62.2806015015,100,-5.0,A,America/Toronto,airport,85
Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561004639,-119.377998352,1421,-8.0,A,America/Vancouver,airport,86
Mayo Airport,Mayo,Canada,YMA,CYMA,63.61640167236328,-135.86799621582028,1653,-8.0,A,America/Vancouver,airport,87
Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299377441406,-105.55899810791016,1892,-6.0,N,America/Regina,airport,88
Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301239,-111.222000122,1211,-7.0,A,America/Edmonton,airport,89
Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.29109954833984,-80.60780334472656,30,-5.0,A,America/Toronto,airport,90
Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.272800445600005,-75.9906005859,656,-5.0,A,America/Toronto,airport,91
Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,270,-5.0,A,America/Toronto,airport,92
Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.18999862670898,-61.78919982910156,39,-5.0,A,America/Toronto,airport,93
Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.5217018127,-75.5635986328,211,-5.0,A,America/Toronto,airport,94
Matagami Airport,Matagami,Canada,YNM,CYNM,49.76169967651367,-77.80280303955078,918,-5.0,A,America/Toronto,airport,95
Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.57060241699219,-139.83900451660156,824,-8.0,A,America/Vancouver,airport,96
CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.40499877929688,-110.27899932861328,1775,-7.0,A,America/Edmonton,airport,97
High Level Airport,High Level,Canada,YOJ,CYOJ,58.62139892578125,-117.16500091552734,1110,-7.0,A,America/Edmonton,airport,98
Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.3224983215332,-75.66919708251953,374,-5.0,A,America/Toronto,airport,99
Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.2141990662,-105.672996521,1405,-6.0,N,America/Regina,airport,100
Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,1873,-7.0,A,America/Edmonton,airport,101
Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6.0,A,America/Winnipeg,airport,102
Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.21609878540039,-122.70999908447266,11,-8.0,A,America/Vancouver,airport,103
Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4463996887207,-90.21420288085938,1267,-5.0,A,America/Coral_Harbour,airport,104
Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.83639907836914,-64.28859710693361,167,-5.0,A,America/Toronto,airport,105
Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.22999954223633,-78.36329650878906,628,-5.0,A,America/Toronto,airport,106
Prince Rupert Airport,Prince Pupert,Canada,YPR,CYPR,54.2860984802,-130.445007324,116,-8.0,A,America/Vancouver,airport,107
Fort Chipewyan Airport,Fort Chipewyan,Canada,YPY,CYPY,58.7672004699707,-111.11699676513672,761,-7.0,A,America/Edmonton,airport,108
Muskoka Airport,Muskoka,Canada,YQA,CYQA,44.974700927734375,-79.30329895019531,925,-5.0,A,America/Toronto,airport,109
Quebec Jean Lesage International Airport,Quebec,Canada,YQB,CYQB,46.7911,-71.393303,244,-5.0,A,America/Toronto,airport,110
Red Deer Regional Airport,Red Deer Industrial,Canada,YQF,CYQF,52.18220138549805,-113.8939971923828,2968,-7.0,A,America/Edmonton,airport,111
Windsor Airport,Windsor,Canada,YQG,CYQG,42.27560043334961,-82.95559692382812,622,-5.0,A,America/Toronto,airport,112
Watson Lake Airport,Watson Lake,Canada,YQH,CYQH,60.11640167236328,-128.82200622558594,2255,-8.0,A,America/Vancouver,airport,113
Kenora Airport,Kenora,Canada,YQK,CYQK,49.78829956054688,-94.36309814453124,1332,-6.0,A,America/Winnipeg,airport,114
Lethbridge County Airport,Lethbridge,Canada,YQL,CYQL,49.6302986145,-112.800003052,3048,-7.0,A,America/Edmonton,airport,115
Greater Moncton International Airport,Moncton,Canada,YQM,CYQM,46.11220169067383,-64.67859649658203,232,-4.0,A,America/Halifax,airport,116
Comox Airport,Comox,Canada,YQQ,CYQQ,49.71080017089844,-124.88700103759766,84,-8.0,A,America/Vancouver,airport,117
Regina International Airport,Regina,Canada,YQR,CYQR,50.43190002441406,-104.66600036621094,1894,-6.0,N,America/Regina,airport,118
Thunder Bay Airport,Thunder Bay,Canada,YQT,CYQT,48.37189865112305,-89.32389831542969,653,-5.0,A,America/Toronto,airport,119
Grande Prairie Airport,Grande Prairie,Canada,YQU,CYQU,55.1796989441,-118.885002136,2195,-7.0,A,America/Edmonton,airport,120
Yorkton Municipal Airport,Yorkton,Canada,YQV,CYQV,51.26470184326172,-102.46199798583984,1635,-6.0,N,America/Regina,airport,121
North Battleford Airport,North Battleford,Canada,YQW,CYQW,52.76919937133789,-108.24400329589844,1799,-6.0,N,America/Regina,airport,122
Gander International Airport,Gander,Canada,YQX,CYQX,48.9369010925293,-54.56809997558594,496,-3.5,A,America/St_Johns,airport,123
Sydney / J.A. Douglas McCurdy Airport,Sydney,Canada,YQY,CYQY,46.1614,-60.047798,203,-4.0,A,America/Halifax,airport,124
Quesnel Airport,Quesnel,Canada,YQZ,CYQZ,53.026100158691406,-122.51000213623048,1789,-8.0,A,America/Vancouver,airport,125
Resolute Bay Airport,Resolute,Canada,YRB,CYRB,74.71690368649999,-94.9693984985,215,-6.0,A,America/Winnipeg,airport,126
Rivière-du-Loup Airport,Riviere Du Loup,Canada,YRI,CYRI,47.76440048217773,-69.58470153808594,427,-5.0,A,America/Toronto,airport,127
Roberval Airport,Roberval,Canada,YRJ,CYRJ,48.52000045776367,-72.2656021118164,586,-5.0,A,America/Toronto,airport,128
Rocky Mountain House Airport,Rocky Mountain House,Canada,YRM,CYRM,52.4296989441,-114.903999329,3244,-7.0,A,America/Edmonton,airport,129
Rankin Inlet Airport,Rankin Inlet,Canada,YRT,CYRT,62.811401367200006,-92.1157989502,94,-6.0,A,America/Winnipeg,airport,130
Sudbury Airport,Sudbury,Canada,YSB,CYSB,46.625,-80.79889678955078,1141,-5.0,A,America/Toronto,airport,131
Sherbrooke Airport,Sherbrooke,Canada,YSC,CYSC,45.4385986328125,-71.69139862060547,792,-5.0,A,America/Toronto,airport,132
Saint John Airport,St. John,Canada,YSJ,CYSJ,45.31610107421875,-65.89029693603516,357,-4.0,A,America/Halifax,airport,133
Fort Smith Airport,Fort Smith,Canada,YSM,CYSM,60.020301818847656,-111.96199798583984,671,-7.0,A,America/Edmonton,airport,134
Nanisivik Airport,Nanisivik,Canada,YSR,CYSR,72.982201,-84.613602,2106,-5.0,A,America/Toronto,airport,135
Summerside Airport,Summerside,Canada,YSU,CYSU,46.44060134887695,-63.83359909057617,56,-4.0,A,America/Halifax,airport,136
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Sachs Harbour,Canada,YSY,CYSY,71.9938964844,-125.242996216,282,-7.0,A,America/Edmonton,airport,137
Cape Dorset Airport,Cape Dorset,Canada,YTE,CYTE,64.2300033569,-76.5267028809,164,-5.0,A,America/Toronto,airport,138
Thompson Airport,Thompson,Canada,YTH,CYTH,55.80110168457031,-97.86419677734376,729,-6.0,A,America/Winnipeg,airport,139
CFB Trenton,Trenton,Canada,YTR,CYTR,44.118900299072266,-77.5280990600586,283,-5.0,A,America/Toronto,airport,140
Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.5696983337,-81.376701355,967,-5.0,A,America/Toronto,airport,141
Billy Bishop Toronto City Centre Airport,Toronto,Canada,YTZ,CYTZ,43.627499,-79.396202,252,-5.0,A,America/Toronto,airport,142
Tuktoyaktuk Airport,Tuktoyaktuk,Canada,YUB,CYUB,69.43329620361328,-133.0260009765625,15,-7.0,A,America/Edmonton,airport,143
Montreal / Pierre Elliott Trudeau International Airport,Montreal,Canada,YUL,CYUL,45.4706001282,-73.7407989502,118,-5.0,A,America/Toronto,airport,144
Repulse Bay Airport,Repulse Bay,Canada,YUT,CYUT,66.5214004517,-86.22470092770003,80,-6.0,A,America/Winnipeg,airport,145
Hall Beach Airport,Hall Beach,Canada,YUX,CYUX,68.77610015869999,-81.2425,30,-5.0,A,America/Toronto,airport,146
Rouyn Noranda Airport,Rouyn,Canada,YUY,CYUY,48.20610046386719,-78.83560180664062,988,-5.0,A,America/Toronto,airport,147
La Ronge Airport,La Ronge,Canada,YVC,CYVC,55.1514015198,-105.262001038,1242,-6.0,N,America/Regina,airport,148
Vermilion Airport,Vermillion,Canada,YVG,CYVG,53.3558006287,-110.823997498,2025,-7.0,A,America/Edmonton,airport,149
Qikiqtarjuaq Airport,Broughton Island,Canada,YVM,CYVM,67.5457992554,-64.03140258789999,21,-5.0,A,America/Toronto,airport,150
Val-d'Or Airport,Val D'or,Canada,YVO,CYVO,48.0532989502,-77.7827987671,1107,-5.0,A,America/Toronto,airport,151
Kuujjuaq Airport,Quujjuaq,Canada,YVP,CYVP,58.09609985351562,-68.42690277099611,129,-5.0,A,America/Toronto,airport,152
Norman Wells Airport,Norman Wells,Canada,YVQ,CYVQ,65.28160095214844,-126.7979965209961,238,-7.0,A,America/Edmonton,airport,153
Vancouver International Airport,Vancouver,Canada,YVR,CYVR,49.193901062,-123.183998108,14,-8.0,A,America/Vancouver,airport,154
Buffalo Narrows Airport,Buffalo Narrows,Canada,YVT,CYVT,55.8418998718,-108.417999268,1423,-6.0,N,America/Regina,airport,155
Wiarton Airport,Wiarton,Canada,YVV,CYVV,44.7458,-81.107201,729,-5.0,A,America/Toronto,airport,156
Petawawa Airport,Petawawa,Canada,YWA,CYWA,45.95220184326172,-77.31919860839844,427,-5.0,A,America/Toronto,airport,157
Winnipeg / James Armstrong Richardson International Airport,Winnipeg,Canada,YWG,CYWG,49.9099998474,-97.2398986816,783,-6.0,A,America/Winnipeg,airport,158
Wabush Airport,Wabush,Canada,YWK,CYWK,52.92190170288086,-66.86440277099611,1808,-4.0,A,America/Halifax,airport,159
Williams Lake Airport,Williams Lake,Canada,YWL,CYWL,52.1831016541,-122.054000854,3085,-8.0,A,America/Vancouver,airport,160
Wrigley Airport,Wrigley,Canada,YWY,CYWY,63.20940017700195,-123.43699645996094,489,-7.0,A,America/Edmonton,airport,161
Cranbrook/Canadian Rockies International Airport,Cranbrook,Canada,YXC,CYXC,49.610801696777,-115.78199768066,3082,-7.0,A,America/Edmonton,airport,162
Edmonton City Centre (Blatchford Field) Airport,Edmonton,Canada,YXD,CYXD,53.5724983215,-113.521003723,2202,-7.0,A,America/Edmonton,airport,163
Saskatoon John G. Diefenbaker International Airport,Saskatoon,Canada,YXE,CYXE,52.17079925537109,-106.6999969482422,1653,-6.0,N,America/Regina,airport,164
Medicine Hat Airport,Medicine Hat,Canada,YXH,CYXH,50.01890182495117,-110.72100067138672,2352,-7.0,A,America/Edmonton,airport,165
Fort St John Airport,Fort Saint John,Canada,YXJ,CYXJ,56.23809814453125,-120.73999786376952,2280,-7.0,A,America/Dawson_Creek,airport,166
Sioux Lookout Airport,Sioux Lookout,Canada,YXL,CYXL,50.11389923095703,-91.9052963256836,1258,-6.0,A,America/Winnipeg,airport,167
Pangnirtung Airport,Pangnirtung,Canada,YXP,CYXP,66.1449966431,-65.71360015869999,75,-5.0,A,America/Toronto,airport,168
Earlton (Timiskaming Regional) Airport,Earlton,Canada,YXR,CYXR,47.6974006546,-79.84734535220001,800,-5.0,A,America/Toronto,airport,169
Prince George Airport,Prince George,Canada,YXS,CYXS,53.8894004822,-122.679000854,2267,-8.0,A,America/Vancouver,airport,170
Northwest Regional Airport Terrace-Kitimat,Terrace,Canada,YXT,CYXT,54.468498,-128.576009,713,-8.0,A,America/Vancouver,airport,171
London Airport,London,Canada,YXU,CYXU,43.035599,-81.1539,912,-5.0,A,America/Toronto,airport,172
Abbotsford Airport,Abbotsford,Canada,YXX,CYXX,49.02529907226562,-122.36100006103516,195,-8.0,A,America/Vancouver,airport,173
Whitehorse / Erik Nielsen International Airport,Whitehorse,Canada,YXY,CYXY,60.7095985413,-135.067001343,2317,-8.0,A,America/Vancouver,airport,174
North Bay Jack Garland Airport,North Bay,Canada,YYB,CYYB,46.363602,-79.422798,1215,-5.0,A,America/Toronto,airport,175
Calgary International Airport,Calgary,Canada,YYC,CYYC,51.113899231000005,-114.019996643,3557,-7.0,A,America/Edmonton,airport,176
Smithers Airport,Smithers,Canada,YYD,CYYD,54.82469940185547,-127.18299865722656,1712,-8.0,A,America/Vancouver,airport,177
Fort Nelson Airport,Fort Nelson,Canada,YYE,CYYE,58.8363990784,-122.597000122,1253,-8.0,A,America/Vancouver,airport,178
Penticton Airport,Penticton,Canada,YYF,CYYF,49.46310043334961,-119.60199737548828,1129,-8.0,A,America/Vancouver,airport,179
Charlottetown Airport,Charlottetown,Canada,YYG,CYYG,46.290000915527344,-63.12110137939453,160,-4.0,A,America/Halifax,airport,180
Taloyoak Airport,Spence Bay,Canada,YYH,CYYH,69.5466995239,-93.5766983032,92,-7.0,A,America/Edmonton,airport,181
Victoria International Airport,Victoria,Canada,YYJ,CYYJ,48.646900177,-123.426002502,63,-8.0,A,America/Vancouver,airport,182
Lynn Lake Airport,Lynn Lake,Canada,YYL,CYYL,56.86389923095703,-101.07599639892578,1170,-6.0,A,America/Winnipeg,airport,183
Swift Current Airport,Swift Current,Canada,YYN,CYYN,50.2919006348,-107.691001892,2680,-6.0,N,America/Regina,airport,184
Churchill Airport,Churchill,Canada,YYQ,CYYQ,58.73920059204102,-94.06500244140624,94,-6.0,A,America/Winnipeg,airport,185
Goose Bay Airport,Goose Bay,Canada,YYR,CYYR,53.3191986084,-60.425800323500006,160,-4.0,A,America/Halifax,airport,186
St. John's International Airport,St. John's,Canada,YYT,CYYT,47.618598938000005,-52.7518997192,461,-3.5,A,America/St_Johns,airport,187
Kapuskasing Airport,Kapuskasing,Canada,YYU,CYYU,49.41389846801758,-82.46749877929688,743,-5.0,A,America/Toronto,airport,188
Armstrong Airport,Armstrong,Canada,YYW,CYYW,50.29029846191406,-88.90969848632812,1058,-5.0,A,America/Toronto,airport,189
Mont Joli Airport,Mont Joli,Canada,YYY,CYYY,48.60860061645508,-68.20809936523439,172,-5.0,A,America/Toronto,airport,190
Lester B. Pearson International Airport,Toronto,Canada,YYZ,CYYZ,43.6772003174,-79.63059997559999,569,-5.0,A,America/Toronto,airport,191
Downsview Airport,Toronto,Canada,YZD,CYZD,43.74250030517578,-79.4655990600586,652,-5.0,A,America/Toronto,airport,192
Gore Bay Manitoulin Airport,Gore Bay,Canada,YZE,CYZE,45.88529968261719,-82.56780242919922,635,-5.0,A,America/Toronto,airport,193
Yellowknife Airport,Yellowknife,Canada,YZF,CYZF,62.46279907226562,-114.44000244140624,675,-7.0,A,America/Edmonton,airport,194
Slave Lake Airport,Slave Lake,Canada,YZH,CYZH,55.2930984497,-114.777000427,1912,-7.0,A,America/Edmonton,airport,195
Sandspit Airport,Sandspit,Canada,YZP,CYZP,53.25429916379999,-131.813995361,21,-8.0,A,America/Vancouver,airport,196
Chris Hadfield Airport,Sarnia,Canada,YZR,CYZR,42.9994010925293,-82.30889892578125,594,-5.0,A,America/Toronto,airport,197
Port Hardy Airport,Port Hardy,Canada,YZT,CYZT,50.68059921264648,-127.36699676513672,71,-8.0,A,America/Vancouver,airport,198
Whitecourt Airport,Whitecourt,Canada,YZU,CYZU,54.14390182495117,-115.78700256347656,2567,-7.0,A,America/Edmonton,airport,199
Sept-Îles Airport,Sept-iles,Canada,YZV,CYZV,50.22330093383789,-66.26560211181639,180,-5.0,A,America/Toronto,airport,200
Teslin Airport,Teslin,Canada,YZW,CYZW,60.17279815673828,-132.74299621582028,2313,-8.0,A,America/Vancouver,airport,201
